/*
 * To change this license header, choose License Headers in Project Properties.
 * To change this template file, choose Tools | Templates
 * and open the template in the editor.
 */line 0 cols 0-188 is COMMENT
package                                           line 5 cols 7-14 is T_IDENTIFIER
(                                                 line 82 cols 47-48 is T_PUNCTUATION
)                                                 line 82 cols 48-49 is T_PUNCTUATION
;                                                 line 82 cols 49-50 is T_PUNCTUATION
setDefaultCloseOperation                          line 84 cols 32-56 is T_IDENTIFIER
(                                                 line 84 cols 33-34 is T_PUNCTUATION
javax                                             line 84 cols 38-43 is T_IDENTIFIER
.                                                 line 84 cols 39-40 is T_PUNCTUATION
swing                                             line 84 cols 44-49 is T_IDENTIFIER
.                                                 line 84 cols 45-46 is T_PUNCTUATION
WindowConstants                                   line 84 cols 60-75 is T_IDENTIFIER
.                                                 line 84 cols 61-62 is T_PUNCTUATION
EXIT_ON_CLOSE                                     line 84 cols 74-87 is T_IDENTIFIER
)                                                 line 84 cols 75-76 is T_PUNCTUATION
;                                                 line 84 cols 76-77 is T_PUNCTUATION
setResizable                                      line 85 cols 20-32 is T_IDENTIFIER
(                                                 line 85 cols 21-22 is T_PUNCTUATION
false                                             line 85 cols 26-31 is T_IDENTIFIER
)                                                 line 85 cols 27-28 is T_PUNCTUATION
;                                                 line 85 cols 28-29 is T_PUNCTUATION
addWindowListener                                 line 86 cols 25-42 is T_IDENTIFIER
(                                                 line 86 cols 26-27 is T_PUNCTUATION
new                                               line 86 cols 29-32 is T_IDENTIFIER
java                                              line 86 cols 34-38 is T_IDENTIFIER
.                                                 line 86 cols 35-36 is T_PUNCTUATION
awt                                               line 86 cols 38-41 is T_IDENTIFIER
.                                                 line 86 cols 39-40 is T_PUNCTUATION
event                                             line 86 cols 44-49 is T_IDENTIFIER
.                                                 line 86 cols 45-46 is T_PUNCTUATION
WindowAdapter                                     line 86 cols 58-71 is T_IDENTIFIER
(                                                 line 86 cols 59-60 is T_PUNCTUATION
)                                                 line 86 cols 60-61 is T_PUNCTUATION
{                                                 line 86 cols 62-63 is T_PUNCTUATION
public                                            line 87 cols 18-24 is T_IDENTIFIER
void                                              line 87 cols 23-27 is T_IDENTIFIER
windowClosed                                      line 87 cols 36-48 is T_IDENTIFIER
(                                                 line 87 cols 37-38 is T_PUNCTUATION
java                                              line 87 cols 41-45 is T_IDENTIFIER
.                                                 line 87 cols 42-43 is T_PUNCTUATION
awt                                               line 87 cols 45-48 is T_IDENTIFIER
.                                                 line 87 cols 46-47 is T_PUNCTUATION
